Res,Noise_Param,Scale_Param,Signal_Power,Noise_Power,SNR,Distances_Classic,CI_Distances_Classic,Distances_Noised,CI_Distances_Noised,Cumsum_Classic,Cumsum_Noised,Ratios_emd_cumsum,Ratios_EMD,Distances_Linear,Distances_Linear_Noised,Ratios_Linear
100.0,0.16883516408617952,1.0,0.02850531263200717,2.826485200028344,0.01,0.08993543984863753,2.03374641975993e-18,0.08885965934953026,0.01253339816254931,29.685607442593046,85.3590209051145,0.0010410107614555126,1.8669394384741964,0.22583566605004265,2.409622977234177,0.09421062710125902
100.0,0.15047449838177235,1.0,0.02850531263200717,2.2801634828119224,0.012589254117941675,0.08993543984863753,2.03374641975993e-18,0.07710861640221181,0.009558587428829462,29.685607442593046,74.9465857899359,0.0010288476198013312,2.2147877141968646,0.22583566605004265,2.1465697398821546,0.10571728016185937
100.0,0.1341105378479594,1.0,0.02850531263200717,1.7805447466601863,0.015848931924611134,0.08993543984863753,2.03374641975993e-18,0.07106808035842004,0.009323227530207713,29.685607442593046,67.61276808979969,0.001051104434358185,2.4466136081462384,0.22583566605004265,1.9013472864048702,0.11940651453179552
100.0,0.11952614267061497,1.0,0.02850531263200717,1.4422537727266265,0.0199526231496888,0.08993543984863753,2.03374641975993e-18,0.06732080088458732,0.008714054357958478,29.685607442593046,61.309070086927065,0.0010980561406189414,2.7658098996168885,0.22583566605004265,1.6988960601969538,0.13360611079498785
100.0,0.10652778678669353,1.0,0.02850531263200717,1.1306454743628374,0.025118864315095794,0.08993543984863753,2.03374641975993e-18,0.06372881277616334,0.008307458617268252,29.685607442593046,57.443504022516265,0.001109417224116123,2.6422642896518336,0.22583566605004265,1.5280352107239537,0.14859527508448456
100.0,0.09494298991095222,1.0,0.02850531263200717,0.9143992279233268,0.03162277660168379,0.08993543984863753,2.03374641975993e-18,0.05745644256375396,0.0075994006158373395,29.685607442593046,50.612453268411755,0.0011352234253306523,3.0894047041500836,0.22583566605004265,1.3511331919227831,0.16792962374205864
100.0,0.08461802882735889,1.0,0.02850531263200717,0.7130635279841249,0.039810717055349734,0.08993543984863753,2.03374641975993e-18,0.06462236426210848,0.00829373467324894,29.685607442593046,51.10451650442952,0.0012645137589063638,2.8063471223722276,0.22583566605004265,1.2061176938318,0.18816650123838535
100.0,0.07541589757541192,1.0,0.02850531263200717,0.5696038804984928,0.05011872336272725,0.08993543984863753,2.03374641975993e-18,0.0548064743726642,0.005891034012789003,29.685607442593046,44.96545854170003,0.0012188572328654852,2.922420391128,0.22583566605004265,1.0903564485615271,0.20806536031121708
100.0,0.06721448946428435,1.0,0.02850531263200717,0.45846076323276624,0.06309573444801933,0.08993543984863753,2.03374641975993e-18,0.056606885157247315,0.005670346697688927,29.685607442593046,43.74474460524993,0.0012940271035541437,2.6240000185272767,0.22583566605004265,0.9828876442534369,0.23103691274871005
100.0,0.059904976791224196,1.0,0.02850531263200717,0.36089626162375793,0.07943282347242814,0.08993543984863753,2.03374641975993e-18,0.057524755535867694,0.006185255188320106,29.685607442593046,41.0251307332761,0.0014021833570711452,2.6375967145846864,0.22583566605004265,0.8670600873964963,0.26175617453085814
100.0,0.05339036676405881,1.0,0.02850531263200717,0.28272448989179727,0.1,0.08993543984863753,2.03374641975993e-18,0.05955057421513429,0.006075980735231494,29.685607442593046,40.03820516749375,0.0014873437499511655,2.670324318053554,0.22583566605004265,0.7828195984989015,0.2899539664266624
100.0,0.04758421446577216,1.0,0.02850531263200717,0.22643002317750008,0.12589254117941676,0.08993543984863753,2.03374641975993e-18,0.06347977176140428,0.006607398339810514,29.685607442593046,39.316208580519316,0.0016145954570211966,2.549531047092327,0.22583566605004265,0.7066008376658937,0.32129500634719144
100.0,0.042409475782976776,1.0,0.02850531263200717,0.17829379600393253,0.15848931924611143,0.08993543984863753,2.03374641975993e-18,0.0595191679075271,0.004700783749485392,29.685607442593046,36.7774888645166,0.0016183586684449238,2.2330222183567945,0.22583566605004265,0.64189284232881,0.3534918806387442
100.0,0.03779748507733842,1.0,0.02850531263200717,0.1434434558482198,0.19952623149688797,0.08993543984863753,2.03374641975993e-18,0.0612812716009265,0.005159073461884368,29.685607442593046,35.52733083462683,0.0017249050283619535,2.1027079380112705,0.22583566605004265,0.5804699959834048,0.39082150574838115
100.0,0.03368704403427411,1.0,0.02850531263200717,0.1140721617206399,0.25118864315095807,0.08993543984863753,2.03374641975993e-18,0.062149398897004125,0.0045689189364259844,29.685607442593046,34.20196217706039,0.001817129630611906,1.9466849299279325,0.22583566605004265,0.5281602255900212,0.4299947386595406
100.0,0.030023609598499604,1.0,0.02850531263200717,0.09094045720634099,0.31622776601683794,0.08993543984863753,2.03374641975993e-18,0.066242959012864,0.0049143116941631985,29.685607442593046,34.25048539363327,0.0019340735832368008,1.7674972625324465,0.22583566605004265,0.4806121230254131,0.4719925453962397
100.0,0.026758570220824097,1.0,0.02850531263200717,0.07119146030930568,0.3981071705534973,0.08993543984863753,2.03374641975993e-18,0.06656175344575727,0.00409057950801502,29.685607442593046,33.10135109251968,0.0020108470273528817,1.6332351463002521,0.22583566605004265,0.4375426263508071,0.5185834005811077
100.0,0.02384860081242718,1.0,0.02850531263200717,0.056554622190242106,0.5011872336272725,0.08993543984863753,2.03374641975993e-18,0.07134562316212778,0.003981582985306226,29.685607442593046,33.31843787962361,0.0021413255753433827,1.4799928283915154,0.22583566605004265,0.40606714366329705,0.5585369578530062
100.0,0.021255087847252933,1.0,0.02850531263200717,0.045312570244853204,0.6309573444801934,0.08993543984863753,2.03374641975993e-18,0.0729581061166641,0.003960633216959131,29.685607442593046,32.68714439666424,0.002232012231821314,1.4262769747705133,0.22583566605004265,0.37563789331608244,0.6037370171131298
100.0,0.018943616983979346,1.0,0.02850531263200717,0.03615013926279005,0.7943282347242817,0.08993543984863753,2.03374641975993e-18,0.07130443517870001,0.003530703452886644,29.685607442593046,31.518888829259666,0.0022622762992998207,1.4289861441743181,0.22583566605004265,0.35022842126336884,0.6479331804991135
100.0,0.01688351640861795,1.0,0.02850531263200717,0.02839640909431556,1.0,0.08993543984863753,2.03374641975993e-18,0.07536630194588712,0.003012173709956091,29.685607442593046,31.733020990856733,0.0023750118832872066,1.2917353663307063,0.22583566605004265,0.32913947651934705,0.6887139881990947
100.0,0.015047449838177233,1.0,0.02850531263200717,0.0224534411173285,1.2589254117941675,0.08993543984863753,2.03374641975993e-18,0.07647722927174913,0.0030088031248933144,29.685607442593046,31.38761380109668,0.0024365416803069314,1.2658071474855521,0.22583566605004265,0.31048322009729057,0.7300472164090829
100.0,0.013411053784795936,1.0,0.02850531263200717,0.01822413269887589,1.584893192461114,0.08993543984863753,2.03374641975993e-18,0.08222634984672902,0.0030011606198005482,29.685607442593046,32.17471538219928,0.0025556201156707327,1.1686069929640108,0.22583566605004265,0.29645222065753807,0.7645552842227602
100.0,0.011952614267061495,1.0,0.02850531263200717,0.014351614281869755,1.9952623149688808,0.08993543984863753,2.03374641975993e-18,0.07800963371367547,0.0023968665815719448,29.685607442593046,30.79456647690011,0.0025332272098128983,1.2059080835403673,0.22583566605004265,0.28129592459669595,0.8050945167479432
100.0,0.010652778678669346,1.0,0.02850531263200717,0.011165285597521986,2.5118864315095824,0.08993543984863753,2.03374641975993e-18,0.07993655039829387,0.0022279772978481068,29.685607442593046,30.587164391931697,0.002613401797368951,1.1667727555468803,0.22583566605004265,0.27149471058551156,0.8338519281582816
100.0,0.009494298991095221,1.0,0.02850531263200717,0.009041289593017981,3.1622776601683795,0.08993543984863753,2.03374641975993e-18,0.08119697674096969,0.0022082498568988486,29.685607442593046,30.608682233393374,0.002652743300800635,1.147261416826992,0.22583566605004265,0.26272087408331246,0.8615522650384257
100.0,0.00846180288273589,1.0,0.02850531263200717,0.007142831876117031,3.981071705534973,0.08993543984863753,2.03374641975993e-18,0.08389007901202644,0.00197664919738588,29.685607442593046,30.881147918232397,0.002716546652804227,1.0994216763674647,0.22583566605004265,0.25749445116347897,0.8788661805955214
100.0,0.007541589757541193,1.0,0.02850531263200717,0.005656447362128455,5.011872336272725,0.08993543984863753,2.03374641975993e-18,0.08259971455122836,0.0016500961270717353,29.685607442593046,30.321545601337913,0.002724126125931513,1.1090233364318725,0.22583566605004265,0.24883979822999336,0.9090444330879299
100.0,0.006721448946428434,1.0,0.02850531263200717,0.0045065334387873164,6.309573444801936,0.08993543984863753,2.03374641975993e-18,0.08379822516074849,0.0014655343050273297,29.685607442593046,30.332634744848807,0.0027626424761857983,1.0884843820023675,0.22583566605004265,0.2458061614560453,0.9200186784055413
100.0,0.005990497679122417,1.0,0.02850531263200717,0.0035398941171891846,7.943282347242821,0.08993543984863753,2.03374641975993e-18,0.08426894392051583,0.0014314166181891538,29.685607442593046,30.14687610810664,0.00279527947168813,1.0818608157121878,0.22583566605004265,0.24135957988122306,0.9366312762799383
100.0,0.005339036676405881,1.0,0.02850531263200717,0.0027904155480562476,10.0,0.08993543984863753,2.03374641975993e-18,0.08537908539336683,0.0013110429729115,29.685607442593046,30.21524912103835,0.0028256952326075266,1.0651497829016139,0.22583566605004265,0.23699845124934613,0.9538010979374711
200.0,0.08420690916657754,1.0,0.014181607102776486,1.4177273169386853,0.01,0.08991064911130361,2.03374641975993e-18,0.047129031053394305,0.005885977421551993,59.66823271264062,122.29823484016248,0.00038536149859390474,3.514308103190069,0.1592914074970504,1.682267408882346,0.09495517693905925
200.0,0.07504948679205532,1.0,0.014181607102776486,1.1192150706405917,0.012589254117941675,0.08991064911130361,2.03374641975993e-18,0.042613829088774174,0.005529479101754664,59.66823271264062,108.42469670001725,0.00039302696143735116,4.22920352582205,0.1592914074970504,1.5027705600752146,0.10626561740503253
200.0,0.06688792550987545,1.0,0.014181607102776486,0.8868559822089774,0.015848931924611134,0.08991064911130361,2.03374641975993e-18,0.04333025172834464,0.005599203095566057,59.66823271264062,104.01386876528187,0.0004165814832455071,3.9017641074435185,0.1592914074970504,1.3386616141291403,0.11925038293583899
200.0,0.05961392636049658,1.0,0.014181607102776486,0.7101753117576811,0.0199526231496888,0.08991064911130361,2.03374641975993e-18,0.04149826670826883,0.005185255935775991,59.66823271264062,96.40367108125167,0.00043046355229867697,3.9538445681706036,0.1592914074970504,1.1985626227338555,0.13322261111882092
200.0,0.053130967794628614,1.0,0.014181607102776486,0.5562751697269025,0.025118864315095794,0.08991064911130361,2.03374641975993e-18,0.038794725032968186,0.004376439307751963,59.66823271264062,88.2147340997467,0.00043977602414016205,4.391185707558245,0.1592914074970504,1.068603347375783,0.1494799594127292
200.0,0.04735302489091657,1.0,0.014181607102776486,0.4433940395120118,0.03162277660168379,0.08991064911130361,2.03374641975993e-18,0.04075137117781114,0.0045444977450497595,59.66823271264062,85.549654481911,0.00047634758345432935,3.956883818826118,0.1592914074970504,0.9603284515752908,0.16625382065176816
200.0,0.04220342785749998,1.0,0.014181607102776486,0.35911262242244335,0.039810717055349734,0.08991064911130361,2.03374641975993e-18,0.045267851046906046,0.004711027416101793,59.66823271264062,85.06614570018614,0.0005321488434006596,3.4152033434244,0.1592914074970504,0.8652830128258593,0.18461101735012328
200.0,0.03761384467045671,1.0,0.014181607102776486,0.2830604463078674,0.05011872336272725,0.08991064911130361,2.03374641975993e-18,0.044605003918744404,0.004391030763834098,59.66823271264062,80.4377898120105,0.0005545279653131923,3.283626390733576,0.1592914074970504,0.7671711417609656,0.20813818074727025
200.0,0.03352337434936153,1.0,0.014181607102776486,0.22415536774683567,0.06309573444801933,0.08991064911130361,2.03374641975993e-18,0.04095957584572764,0.00412259539673957,59.66823271264062,72.53042409541774,0.0005647226850878891,3.5635985042758995,0.1592914074970504,0.6863713876756441,0.23265332804418393
200.0,0.02987773883827721,1.0,0.014181607102776486,0.17968313415501502,0.07943282347242814,0.08991064911130361,2.03374641975993e-18,0.04827496682699031,0.004098320416589336,59.66823271264062,75.155243079092,0.0006423366467750842,2.735337947203309,0.1592914074970504,0.6194056404643582,0.25788427759434174
200.0,0.026628562768929605,1.0,0.014181607102776486,0.14202458364151377,0.1,0.08991064911130361,2.03374641975993e-18,0.04647940346110411,0.00413160267636431,59.66823271264062,69.9274992840013,0.0006646799032857467,2.871080897112764,0.1592914074970504,0.5519060273469001,0.28938051423027794
200.0,0.023732731548961834,1.0,0.014181607102776486,0.11240375688696325,0.12589254117941676,0.08991064911130361,2.03374641975993e-18,0.048411747094139805,0.004002487347651069,59.66823271264062,67.93675573410331,0.0007126002201756269,2.536278263266141,0.1592914074970504,0.4982574760111256,0.3204097457385809
200.0,0.021151819257488574,1.0,0.014181607102776486,0.08937502609540726,0.15848931924611143,0.08991064911130361,2.03374641975993e-18,0.05253943378629012,0.0036017087528990763,59.66823271264062,67.38175282710382,0.0007797279171573659,2.2226426893464573,0.1592914074970504,0.452599913972509,0.35267862119915167
200.0,0.01885157875647212,1.0,0.014181607102776486,0.07081684039306159,0.19952623149688797,0.08991064911130361,2.03374641975993e-18,0.05565965469925307,0.003503867705890025,59.66823271264062,67.06863909416604,0.0008298909214648821,1.981110578332328,0.1592914074970504,0.41046471559270153,0.3891695309127045
200.0,0.016801487252007963,1.0,0.014181607102776486,0.05659694933548673,0.25118864315095807,0.08991064911130361,2.03374641975993e-18,0.06025725132295368,0.0034939116769461824,59.66823271264062,67.32171386613767,0.0008950641310583544,1.7613892121872163,0.1592914074970504,0.37277432963782414,0.42825873506549456
200.0,0.014974341275394265,1.0,0.014181607102776486,0.04433516808546592,0.31622776601683794,0.08991064911130361,2.03374641975993e-18,0.06170509752964277,0.003251668221016524,59.66823271264062,65.40709015865482,0.0009434007441695951,1.673656231270845,0.1592914074970504,0.33914199363137615,0.47083153297756186
200.0,0.013345895709630006,1.0,0.014181607102776486,0.03577693385106382,0.3981071705534973,0.08991064911130361,2.03374641975993e-18,0.0639260543681644,0.003006661605132529,59.66823271264062,64.24889588013589,0.0009949751430347723,1.6121719046008467,0.1592914074970504,0.30984828161448114,0.5153332855032446
200.0,0.011894542071442872,1.0,0.014181607102776486,0.02865970131004408,0.5011872336272725,0.08991064911130361,2.03374641975993e-18,0.06756056544463908,0.002691214295993683,59.66823271264062,64.6717919280528,0.001044668215159401,1.4493056573488656,0.1592914074970504,0.2863929962067316,0.5573513114366051
200.0,0.010601021779844766,1.0,0.014181607102776486,0.022502955712807596,0.6309573444801934,0.08991064911130361,2.03374641975993e-18,0.0670278346239332,0.002512691765250524,59.66823271264062,62.31247241323415,0.0010756728473142335,1.430768678397187,0.1592914074970504,0.2661710599297266,0.599806461893173
200.0,0.009448170606462915,1.0,0.014181607102776486,0.01804252309631738,0.7943282347242817,0.08991064911130361,2.03374641975993e-18,0.07096900233908139,0.002558652368545602,59.66823271264062,62.75693251053593,0.0011308551820496768,1.3455363214307403,0.1592914074970504,0.24796083645716316,0.643792279196229
200.0,0.008420690916657753,1.0,0.014181607102776486,0.01423253403560389,1.0,0.08991064911130361,2.03374641975993e-18,0.0735459442247754,0.0022643758388562934,59.66823271264062,62.63729684996485,0.0011741557813540395,1.275328100626301,0.1592914074970504,0.2325214359018985,0.6863755623125714
200.0,0.007504948679205531,1.0,0.014181607102776486,0.011369661307278598,1.2589254117941675,0.08991064911130361,2.03374641975993e-18,0.07543830268236178,0.002078779757339097,59.66823271264062,62.21577514706414,0.001212526927520272,1.2362793387477886,0.1592914074970504,0.21917317946776957,0.7281694745150026
200.0,0.006688792550987544,1.0,0.014181607102776486,0.00908475317223388,1.584893192461114,0.08991064911130361,2.03374641975993e-18,0.0751156293146029,0.0017464522477488899,59.66823271264062,61.183456385933944,0.0012277114395235762,1.228354655046727,0.1592914074970504,0.20820390230410146,0.7663453498166143
200.0,0.005961392636049657,1.0,0.014181607102776486,0.0071075827365421175,1.9952623149688808,0.08991064911130361,2.03374641975993e-18,0.07764858972574964,0.0017158891552913984,59.66823271264062,61.26254198969782,0.0012674725403788725,1.1838427357318664,0.1592914074970504,0.198042726392481,0.8055226110658651
200.0,0.005313096779462858,1.0,0.014181607102776486,0.005612171019521026,2.5118864315095824,0.08991064911130361,2.03374641975993e-18,0.07913853893270267,0.001641385452364423,59.66823271264062,61.06691786129697,0.0012959314421673006,1.159543134088756,0.1592914074970504,0.19138457308330564,0.8333024002211614
200.0,0.004735302489091656,1.0,0.014181607102776486,0.004513415811353111,3.1622776601683795,0.08991064911130361,2.03374641975993e-18,0.08005904019235842,0.0013616967708420715,59.66823271264062,60.954688550215906,0.001313418903394181,1.1388494427673428,0.1592914074970504,0.18541587587533684,0.8599485934879385
200.0,0.004220342785749999,1.0,0.014181607102776486,0.0035729891332415666,3.981071705534973,0.08991064911130361,2.03374641975993e-18,0.08137117110893248,0.001363240702096151,59.66823271264062,60.813333253625316,0.0013380482002124366,1.1199885759671537,0.1592914074970504,0.1798914609428735,0.8864098487991291
200.0,0.003761384467045671,1.0,0.014181607102776486,0.002869158028556703,5.011872336272725,0.08991064911130361,2.03374641975993e-18,0.08112063302254892,0.0012016741833216977,59.66823271264062,60.09203061921377,0.0013499399535453788,1.1198081997838032,0.1592914074970504,0.17607214521600884,0.9054330655725594
200.0,0.0033523374349361526,1.0,0.014181607102776486,0.002255699873398062,6.309573444801936,0.08991064911130361,2.03374641975993e-18,0.08266307435785712,0.0011851242280335426,59.66823271264062,60.248081290304434,0.001372044928029266,1.098298629348172,0.1592914074970504,0.1721837656976293,0.9258435011925201
200.0,0.0029877738838277198,1.0,0.014181607102776486,0.0018043468208810104,7.943282347242821,0.08991064911130361,2.03374641975993e-18,0.08350593916985559,0.0010261377471014826,59.66823271264062,60.25624463140506,0.0013858470550342425,1.0841434449938092,0.1592914074970504,0.17006513417853114,0.9372774731175904
200.0,0.0026628562768929603,1.0,0.014181607102776486,0.001412722604851248,10.0,0.08991064911130361,2.03374641975993e-18,0.08447199727232979,0.0009389368373299956,59.66823271264062,60.227124136624695,0.0014025573773156729,1.070537369965101,0.1592914074970504,0.16826616795466215,0.9470673841611454
300.0,0.056091372503147656,1.0,0.00943872620786061,0.9390803205979549,0.01,0.08990471474268738,0.0,0.03938226344341117,0.004778475479626157,89.65080251987406,167.09933000638202,0.00023568175552772739,4.567638942966966,0.12995300272200777,1.3740377870195783,0.09471673086881426
300.0,0.04999148836463972,1.0,0.00943872620786061,0.7401447289450371,0.012589254117941675,0.08990471474268738,0.0,0.03417170827769761,0.004460477966611112,89.65080251987406,146.3796380656577,0.00023344577653874302,5.292733254147549,0.12995300272200777,1.2211751796361567,0.10657640567438346
300.0,0.044554960903687386,1.0,0.00943872620786061,0.5930768348069965,0.015848931924611134,0.08990471474268738,0.0,0.03456059563591403,0.003995012989680879,89.65080251987406,138.73562936959223,0.00024911117492280567,4.786834436853954,0.12995300272200777,1.0918353309824236,0.11918711485689705
300.0,0.03970965070392373,1.0,0.00943872620786061,0.4751372827703038,0.0199526231496888,0.08990471474268738,0.0,0.037384675923479695,0.004172198311825442,89.65080251987406,137.03839057699201,0.00027280440003763716,4.333488147147965,0.12995300272200777,0.9819783892964231,0.13256702380457314
300.0,0.035391263442835386,1.0,0.00943872620786061,0.3759642079305291,0.025118864315095794,0.08990471474268738,0.0,0.03722510367245309,0.00387387755567214,89.65080251987406,130.34901704911292,0.0002855802407656623,3.9732322841147116,0.12995300272200777,0.8775945524476676,0.14830313254516533
300.0,0.031542496745165564,1.0,0.00943872620786061,0.29793343847834824,0.03162277660168379,0.08990471474268738,0.0,0.0330403982118649,0.0035006394524718892,89.65080251987406,114.83584231037666,0.00028771851668544206,4.613575413096026,0.12995300272200777,0.7794658643774001,0.16701079556594592
300.0,0.02811227981520942,1.0,0.00943872620786061,0.23829589078640218,0.039810717055349734,0.08990471474268738,0.0,0.03849358081356071,0.003914309049100617,89.65080251987406,115.74462995282603,0.0003325733628354898,4.37207036942159,0.12995300272200777,0.6984837090141146,0.18633002775155177
300.0,0.02505509575838375,1.0,0.00943872620786061,0.18789462714110197,0.05011872336272725,0.08990471474268738,0.0,0.039020580487804685,0.003266727606651575,89.65080251987406,112.3205456394929,0.0003474037654076771,3.359124601281593,0.12995300272200777,0.624370932259192,0.20844257940460775
300.0,0.02233037759969035,1.0,0.00943872620786061,0.14816341558457097,0.06309573444801933,0.08990471474268738,0.0,0.043070788303695685,0.003544367265892535,89.65080251987406,111.45499792043098,0.0003864410668639949,3.1839412633700523,0.12995300272200777,0.5615858636073947,0.23179555225665333
300.0,0.019901969984604806,1.0,0.00943872620786061,0.1198992090056101,0.07943282347242814,0.08990471474268738,0.0,0.0440209732370186,0.0031945923080826588,89.65080251987406,107.3639595815893,0.00041001629791387914,2.740227669761764,0.12995300272200777,0.5045378494203783,0.2580046546071161
300.0,0.017737649419488674,1.0,0.00943872620786061,0.09452986097243858,0.1,0.08990471474268738,0.0,0.04363102254655737,0.0030275913653839393,89.65080251987406,101.03946751740153,0.00043182158040414265,2.6915898038963415,0.12995300272200777,0.45441755224794234,0.28640679648009054
300.0,0.015808696685406767,1.0,0.00943872620786061,0.07457553229362002,0.12589254117941676,0.08990471474268738,0.0,0.047857611573338676,0.0032838965137263008,89.65080251987406,100.54435507994302,0.00047598506684226073,2.4725180497373236,0.12995300272200777,0.4071071427815797,0.3198142910924923
300.0,0.014089515751540613,1.0,0.00943872620786061,0.059400008033387956,0.15848931924611143,0.08990471474268738,0.0,0.050312035364827,0.0029620839627853253,89.65080251987406,98.45729591231299,0.0005110036274979092,2.1696097493517987,0.12995300272200777,0.36737192759302073,0.3543432654418538
300.0,0.012557294131410759,1.0,0.00943872620786061,0.04721058226498803,0.19952623149688797,0.08990471474268738,0.0,0.0537083032171863,0.0027735024482598222,89.65080251987406,98.43798910809994,0.000545605448707474,1.9254988376706599,0.12995300272200777,0.3340264644108272,0.3896688582795178
300.0,0.011191700175041215,1.0,0.00943872620786061,0.03751993138210976,0.25118864315095807,0.08990471474268738,0.0,0.056065953144123756,0.0028172884385355436,89.65080251987406,96.15989033728094,0.0005830492625092682,1.8197724118397411,0.12995300272200777,0.3026719067313476,0.430108467193836
300.0,0.009974613280317087,1.0,0.00943872620786061,0.029890175533059747,0.31622776601683794,0.08990471474268738,0.0,0.05793714731861308,0.002715997970814408,89.65080251987406,93.98998081837523,0.0006164183332537318,1.7162466438926218,0.12995300272200777,0.2755282720714073,0.4724691034051979
300.0,0.00888988344360392,1.0,0.00943872620786061,0.023898321825003177,0.3981071705534973,0.08990471474268738,0.0,0.06382682327129638,0.002387633582517457,89.65080251987406,96.41804132408205,0.000661980085830208,1.5052636126214998,0.12995300272200777,0.25321604400440006,0.5140754983764363
300.0,0.007923116959011645,1.0,0.00943872620786061,0.018833086822654586,0.5011872336272725,0.08990471474268738,0.0,0.06352264856754623,0.00205261625722729,89.65080251987406,93.14185309061355,0.0006819989774709323,1.4888271066543062,0.12995300272200777,0.23248277015078334,0.5597043157833766
300.0,0.007061485422662519,1.0,0.00943872620786061,0.014948792614601464,0.6309573444801934,0.08990471474268738,0.0,0.06736552826985992,0.002220672611226833,89.65080251987406,93.48977157775015,0.0007205657595797613,1.4090453971227475,0.12995300272200777,0.21634588961485945,0.6016226293198425
300.0,0.006293555507565739,1.0,0.00943872620786061,0.011904282015949709,0.7943282347242817,0.08990471474268738,0.0,0.06685103598676738,0.0017098062974669798,89.65080251987406,90.41922361848329,0.0007393453881979788,1.3854344672423906,0.12995300272200777,0.20153040067092182,0.6457368334040205
300.0,0.0056091372503147665,1.0,0.00943872620786061,0.009449774483729453,1.0,0.08990471474268738,0.0,0.0724412607856708,0.0017350118898385868,89.65080251987406,93.0575111685636,0.0007784568905399942,1.2750055021253088,0.12995300272200777,0.1891694359499732,0.6878944463248874
300.0,0.004999148836463973,1.0,0.00943872620786061,0.007510051520083739,1.2589254117941675,0.08990471474268738,0.0,0.07354953936229716,0.0016334715810324366,89.65080251987406,92.0069619040057,0.0007993910225949438,1.251477179788793,0.12995300272200777,0.17848409862087106,0.7288514727598475
300.0,0.004455496090368737,1.0,0.00943872620786061,0.005957099734249964,1.584893192461114,0.08990471474268738,0.0,0.07559592142395635,0.0015020670612174564,89.65080251987406,91.8157386620286,0.0008233438245508542,1.2118624963296833,0.12995300272200777,0.16996789395836728,0.7654291598358589
300.0,0.003970965070392372,1.0,0.00943872620786061,0.004690984152069023,1.9952623149688808,0.08990471474268738,0.0,0.07669954729508283,0.001386378073865885,89.65080251987406,90.9672506648754,0.0008431556052809051,1.1899517375751423,0.12995300272200777,0.16214665578254894,0.8023352676610265
300.0,0.0035391263442835362,1.0,0.00943872620786061,0.00375083190930113,2.5118864315095824,0.08990471474268738,0.0,0.07795144655353951,0.0013117257091411095,89.65080251987406,91.03671338490213,0.0008562638484537742,1.1683485883709528,0.12995300272200777,0.15652900974841122,0.830946801297579
300.0,0.0031542496745165564,1.0,0.00943872620786061,0.0029997841219982623,3.1622776601683795,0.08990471474268738,0.0,0.078373984274819,0.001234993955381517,89.65080251987406,90.20105187894775,0.0008688810456445563,1.1602103203576468,0.12995300272200777,0.1509470453746362,0.8615482720197113
300.0,0.002811227981520942,1.0,0.00943872620786061,0.002355160511556464,3.981071705534973,0.08990471474268738,0.0,0.07996739553158787,0.0011073409680134613,89.65080251987406,90.23745180495527,0.0008861885384843786,1.13411676982696,0.12995300272200777,0.1467390690317981,0.8861836646408966
300.0,0.002505509575838375,1.0,0.00943872620786061,0.001884065620654255,5.011872336272725,0.08990471474268738,0.0,0.08140278183514095,0.0009937922305830905,89.65080251987406,90.31999798619381,0.0009012708552936866,1.1120646032940504,0.12995300272200777,0.14358249117216865,0.9055911134911275
300.0,0.0022330377599690345,1.0,0.00943872620786061,0.0014971780508988442,6.309573444801936,0.08990471474268738,0.0,0.08296218478786622,0.0008795010505115608,89.65080251987406,90.72008379202788,0.0009144853192381709,1.0894130929394967,0.12995300272200777,0.1410439248339705,0.9218625962886752
300.0,0.0019901969984604793,1.0,0.00943872620786061,0.0011867770860848476,7.943282347242821,0.08990471474268738,0.0,0.08281648447255495,0.0007806032566516725,89.65080251987406,89.93908181456747,0.0009208064258794905,1.0901032646277908,0.12995300272200777,0.13855139737426939,0.9382964521727445
300.0,0.0017737649419488676,1.0,0.00943872620786061,0.0009449444171678709,10.0,0.08990471474268738,0.0,0.08411281750842978,0.0007499679203994953,89.65080251987406,90.32446435158155,0.0009312296298932547,1.0727481971316524,0.12995300272200777,0.1370206693105577,0.9486840222715887
